0,NA,NA
0.02,NA,NA
0.1655589,NA,NA
0.2281861,NA,NA
0.2900124,NA,NA
0.3404518,NA,NA
0.3911641,NA,NA
0.4417308,NA,NA
0.4922467,NA,NA
0.543816,NA,NA
0.5951954,NA,NA
0.6461026,NA,NA
0.6974787,NA,NA
0.7475309,NA,NA
0.7985724,NA,NA
0.8510712,NA,NA
0.9018992,NA,NA
0.9529597,NA,NA
1.003063,NA,NA
1.053636,NA,NA
1.104892,NA,NA
1.156823,NA,NA
1.208825,NA,NA
1.258815,NA,NA
1.309492,NA,NA
1.360524,NA,NA
1.412446,NA,NA
1.463593,NA,NA
1.515139,NA,NA
1.5652,NA,NA
1.617203,NA,NA
1.667343,NA,NA
1.717528,NA,NA
1.769292,NA,NA
1.820876,NA,NA
1.872836,NA,NA
1.924216,NA,NA
1.975853,NA,NA
2.027103,-0.08378161,0.5058028
2.077918,-0.07532216,0.4605515
2.129342,-0.06325692,0.3960123
2.179595,-0.05561024,0.3551087
2.230013,-0.04470423,0.2967704
2.281735,-0.03443957,0.2418628
2.332357,-0.02793407,0.2070636
2.382463,-0.01865563,0.1574315
2.434493,-0.01277517,0.1259757
2.485953,-0.004388197,0.08111223
2.53746,0.0009272773,0.05267874
2.589488,0.008508433,0.01212569
2.63974,0.0133132,-0.01357594
2.691563,0.02016596,-0.05023269
2.741967,0.02661573,-0.08473372
2.792505,0.03070345,-0.1065997
2.843583,0.03653353,-0.1377859
2.893981,0.04022851,-0.157551
2.944959,0.04549844,-0.1857409
2.996155,0.0488384,-0.203607
3.048124,0.053602,-0.2290884
3.098385,0.05662106,-0.2452379
3.149845,0.06092698,-0.2682711
3.200048,0.06497968,-0.2899497
3.251844,0.06754819,-0.3036892
3.301782,0.07121149,-0.3232849
3.3538,0.07353323,-0.3357043
3.403943,0.07684457,-0.3534173
3.455727,0.07894322,-0.3646435
3.50588,0.08193642,-0.3806546
3.557682,0.08383344,-0.3908021
3.60774,0.08653905,-0.405275
3.657836,0.08825381,-0.4144475
3.709783,0.09069947,-0.4275298
3.759852,0.09224948,-0.4358211
3.81068,0.09446016,-0.4476465
3.860963,0.09654083,-0.4587764
3.91256,0.09785952,-0.4658304
3.963137,0.09974028,-0.4758909
4.016332,0.1607013,-0.5012472
4.068396,0.2476465,-0.5374113
4.120186,0.3294785,-0.5714487
4.172367,0.3813419,-0.5930209
4.223592,0.4553116,-0.6237881
4.275393,0.502192,-0.6432876
4.326142,0.5690548,-0.6710986
4.376182,0.6114309,-0.6887246
4.42621,0.6718696,-0.7138636
4.478218,0.7101743,-0.7297961
4.528497,0.764806,-0.7525198
4.580579,0.8162251,-0.7739071
4.632573,0.8488132,-0.7874619
4.682858,0.8952919,-0.8067943
4.733522,0.924749,-0.8190468
4.784479,0.9667621,-0.8365219
4.835444,0.993389,-0.8475972
4.885698,1,-0.8633931
4.936004,1,-0.8734043
4.98744,1,-0.8876827
5.039386,1,-0.8967321
5.089647,1,-0.9096386
5.141245,1,-0.9217861
5.19171,1,-0.9294849
5.242656,1,-0.9404653
5.294498,1,-0.9474244
5.348296,1,-0.9573497
5.402814,1,-0.9666913
5.454463,1,-0.9726118
5.505394,1,-0.981056
5.55617,1,-0.9864076
5.607778,1,-0.9940405
5.657942,1,-0.9988781
5.709179,1,-1
5.759575,1,-1
5.811359,1,-1
5.864313,1,-1
5.920236,1,-1
5.970907,1,-1
6.022286,1,-1
6.074486,1,-1
6.125861,1,-1
6.17611,1,-1
6.227351,1,-1
6.278669,1,-1
6.330464,1,-1
6.380305,1,-1
6.431214,1,-1
6.490258,1,-1
6.546984,1,-1
6.603013,1,-1
6.65393,1,-1
6.704025,1,-1
6.755627,1,-1
6.80813,0.9782254,-1
6.859567,0.9518265,-1
6.911573,0.9141751,-1
6.961485,0.8787379,-1
7.01354,0.8562786,-1
7.066033,0.8242462,-1
7.116239,0.8039447,-1
7.166764,0.77499,-1
7.217935,0.7566391,-1
7.268721,0.7304662,-1
7.319633,0.7138786,-1
7.370213,0.6902204,-1
7.421603,0.6679535,-1
7.479764,0.6538413,-1
7.534146,0.6337138,-1
7.585611,0.61477,-1
7.637591,0.6027638,-1
7.689471,0.5856401,-1
7.741269,0.5695233,-1
7.793307,0.5593089,-1
7.84358,0.5447407,-1
7.893735,0.5355077,-1
7.945736,0.5223392,-1
7.996811,0.5139933,-1
8.048874,0.50209,-1
8.098834,0.494546,-1
8.150202,0.4837863,-1
8.201479,0.4599437,-1
8.253721,0.4269114,-1
8.304286,0.3797994,-0.969001
8.355718,0.3499408,-0.9324653
8.412311,0.3073553,-0.8803563
8.467503,0.2672741,-0.8313117
8.518078,0.2418715,-0.8002284
8.568233,0.2056413,-0.7558959
8.618688,0.1826794,-0.7277991
8.669387,0.1499301,-0.6877261
8.721209,0.1191068,-0.6500098
8.772113,0.09957165,-0.626106
8.823292,0.0717098,-0.5920135
8.880129,0.04548645,-0.5599259
8.938085,0.02886667,-0.5395894
8.99337,0.005162838,-0.5105847
9.046156,-0.01714702,-0.4832857
9.097852,-0.03128651,-0.4659842
9.150266,-0.05145285,-0.4413081
9.200411,-0.07043326,-0.4180831
9.250999,-0.08246262,-0.4033636

